Mod:Item:MetaData, Localized Name
animania:raw_longhorn_steak, Raw Steak (Longhorn)
animania:raw_hereford_steak, Raw Steak (Hereford)
animania:raw_angus_steak, Raw Steak (Angus)
animania:cooked_longhorn_roast, Roast Beef (Longhorn)
animania:cooked_hereford_roast, Roast Beef (Hereford)
animania:cooked_angus_roast, Roast Beef (Angus)
animania:cooked_longhorn_steak, Cooked Steak (Longhorn)
animania:cooked_hereford_steak, Cooked Steak (Hereford)
animania:cooked_angus_steak, Cooked Steak (Angus)
animania:raw_prime_beef, Raw Prime Beef
animania:cooked_prime_beef, Roast Prime Beef
animania:raw_prime_steak, Raw Prime Steak
animania:cooked_prime_steak, Roast Prime Steak
animania:raw_large_black_pork, Raw Pork (Large Black)
animania:raw_duroc_pork, Raw Pork (Duroc)
animania:raw_old_spot_pork, Raw Pork (Old Spot)
animania:raw_hampshire_pork, Raw Pork (Hampshire)
animania:cooked_large_black_roast, Roast Pork (Large Black)
animania:cooked_duroc_roast, Roast Pork (Duroc)
animania:cooked_old_spot_roast, Roast Pork (Old Spot)
animania:cooked_hampshire_roast, Roast Pork (Hampshire)
animania:cooked_large_black_bacon, Bacon (Large Black)
animania:cooked_duroc_bacon, Bacon (Duroc)
animania:cooked_old_spot_bacon, Bacon (Old Spot)
animania:cooked_hampshire_bacon, Bacon (Hampshire)
animania:raw_prime_pork, Raw Prime Pork
animania:cooked_prime_pork, Roast Prime Pork
animania:raw_prime_bacon, Raw Prime Bacon
animania:cooked_prime_bacon, Roast Prime Bacon
animania:raw_orpington_chicken, Raw Chicken (Orpington)
animania:raw_plymouth_rock_chicken, Raw Chicken (Plymouth Rock)
animania:raw_wyandotte_chicken, Raw Chicken (Wyandotte)
animania:raw_rhode_island_red_chicken, Raw Chicken (Rhode Island Red)
animania:cooked_orpington_chicken, Roast Chicken (Orpington)
animania:cooked_plymouth_rock_chicken, Roast Chicken (Plymouth Rock)
animania:cooked_wyandotte_chicken, Roast Chicken (Wyandotte)
animania:cooked_rhode_island_red_chicken, Roast Chicken (Rhode Island Red)
animania:raw_prime_chicken, Raw Prime Chicken
animania:cooked_prime_chicken, Roast Prime Chicken
animania:brown_egg, Egg
animania:peacock_egg_blue, Peafowl Egg
animania:peacock_egg_white, Peafowl Egg
animania:raw_large_black_bacon, Raw Bacon (Large Black)
animania:raw_duroc_bacon, Raw Bacon (Duroc)
animania:raw_old_spot_bacon, Raw Bacon (Old Spot)
animania:raw_hampshire_bacon, Raw Bacon (Hampshire)
animania:raw_prime_mutton, Raw Prime Mutton
animania:cooked_prime_mutton, Cooked Prime Mutton
animania:raw_prime_rabbit, Raw Prime Rabbit
animania:cooked_prime_rabbit, Cooked Prime Rabbit
animania:raw_frog_legs, Raw Frog Legs
animania:cooked_frog_legs, Cooked Frog Legs
animania:raw_horse, Raw Horse
animania:cooked_horse, Cooked Horse
animania:raw_chevon, Raw Chevon
animania:cooked_chevon, Roast Chevon
animania:raw_prime_chevon, Raw Prime Chevon
animania:cooked_prime_chevon, Cooked Prime Chevon
animania:friesian_cheese_wedge, Cheese Wedge (Friesian)
animania:holstein_cheese_wedge, Cheese Wedge (Holstein)
animania:jersey_cheese_wedge, Cheese Wedge (Jersey)
animania:goat_cheese_wedge, Cheese Wedge (Goat)
animania:sheep_cheese_wedge, Cheese Wedge (Sheep)
animania:entity_egg_random, Random Animal
animania:entity_egg_calf_holstein, Holstein Calf
animania:entity_egg_cow_holstein, Holstein Cow
animania:entity_egg_bull_holstein, Holstein Bull
animania:entity_egg_calf_friesian, Friesian Calf
animania:entity_egg_cow_friesian, Friesian Cow
animania:entity_egg_bull_friesian, Friesian Bull
animania:entity_egg_calf_angus, Angus Calf
animania:entity_egg_cow_angus, Angus Cow
animania:entity_egg_bull_angus, Angus Bull
animania:entity_egg_calf_longhorn, Longhorn Calf
animania:entity_egg_cow_longhorn, Longhorn Cow
animania:entity_egg_bull_longhorn, Longhorn Bull
animania:entity_egg_calf_hereford, Hereford Calf
animania:entity_egg_cow_hereford, Hereford Cow
animania:entity_egg_bull_hereford, Hereford Bull
animania:entity_egg_calf_highland, Highland Calf
animania:entity_egg_cow_highland, Highland Cow
animania:entity_egg_bull_highland, Highland Bull
animania:entity_egg_calf_jersey, Jersey Calf
animania:entity_egg_cow_jersey, Jersey Cow
animania:entity_egg_bull_jersey, Jersey Bull
animania:entity_egg_calf_mooshroom, Mooshrooom Calf
animania:entity_egg_cow_mooshroom, Mooshrooom Cow
animania:entity_egg_bull_mooshroom, Mooshrooom Bull
animania:entity_egg_cow_random, Random Cow
animania:entity_egg_chick_plymouth, Plymouth Rock Chick
animania:entity_egg_hen_plymouth, Plymouth Rock Hen
animania:entity_egg_rooster_plymouth, Plymouth Rock Rooster
animania:entity_egg_chick_leghorn, Leghorn Chick
animania:entity_egg_hen_leghorn, Leghorn Hen
animania:entity_egg_rooster_leghorn, Leghorn Rooster
animania:entity_egg_chick_orpington, Orpington Chick
animania:entity_egg_hen_orpington, Orpington Hen
animania:entity_egg_rooster_orpington, Orpington Rooster
animania:entity_egg_chick_red, Rhode Island Red Chick
animania:entity_egg_hen_red, Rhode Island Red Hen
animania:entity_egg_rooster_red, Rhode Island Red Rooster
animania:entity_egg_chick_wyandotte, Wyandotte Chick
animania:entity_egg_hen_wyandotte, Wyandotte Hen
animania:entity_egg_rooster_wyandotte, Wyandotte Rooster
animania:entity_egg_chicken_random, Random Chicken
animania:entity_egg_peachick_blue, India Blue Peachick
animania:entity_egg_peafowl_blue, India Blue Peahen
animania:entity_egg_peacock_blue, India Blue Peacock 
animania:entity_egg_peachick_taupe, Taupe Peachick
animania:entity_egg_peafowl_taupe, Taupe Peahen
animania:entity_egg_peacock_taupe, Taupe Peacock 
animania:entity_egg_peachick_white, White Peachick
animania:entity_egg_peafowl_white, White Peahen
animania:entity_egg_peacock_white, White Peacock 
animania:entity_egg_peachick_charcoal, Charcoal Peachick
animania:entity_egg_peafowl_charcoal, Charcoal Peahen
animania:entity_egg_peacock_charcoal, Charcoal Peacock 
animania:entity_egg_peachick_opal, Opal Peachick
animania:entity_egg_peafowl_opal, Opal Peahen
animania:entity_egg_peacock_opal, Opal Peacock 
animania:entity_egg_peachick_peach, Peach Peachick
animania:entity_egg_peafowl_peach, Peach Peahen
animania:entity_egg_peacock_peach, Peach Peacock 
animania:entity_egg_peachick_purple, Purple Peachick
animania:entity_egg_peafowl_purple, Purple Peahen
animania:entity_egg_peacock_purple, Purple Peacock 
animania:entity_egg_peacock_random, Random Peacock
animania:entity_egg_piglet_yorkshire, American Yorkshire Piglet
animania:entity_egg_sow_yorkshire, American Yorkshire Sow
animania:entity_egg_hog_yorkshire, American Yorkshire Hog
animania:entity_egg_piglet_oldspot, Old Spot Piglet
animania:entity_egg_sow_oldspot, Old Spot Sow
animania:entity_egg_hog_oldspot, Old Spot Hog
animania:entity_egg_piglet_largeblack, Large Black Piglet
animania:entity_egg_sow_largeblack, Large Black Sow
animania:entity_egg_hog_largeblack, Large Black Hog
animania:entity_egg_piglet_largewhite, Large White Piglet
animania:entity_egg_sow_largewhite, Large White Sow
animania:entity_egg_hog_largewhite, Large White Hog
animania:entity_egg_piglet_duroc, Duroc Piglet
animania:entity_egg_sow_duroc, Duroc Sow
animania:entity_egg_hog_duroc, Duroc Hog
animania:entity_egg_piglet_hampshire, Hampshire Piglet
animania:entity_egg_sow_hampshire, Hampshire Sow
animania:entity_egg_hog_hampshire, Hampshire Hog
animania:entity_egg_pig_random, Random Pig
animania:entity_egg_hamster, Hamster
animania:entity_egg_ferret_grey, Grey Ferret
animania:entity_egg_ferret_white, White Ferret
animania:entity_egg_hedgehog, Hedgehog
animania:entity_egg_hedgehog_albino, Albino Hedgehog
animania:entity_egg_frog, Frog
animania:entity_egg_toad, Toad
animania:entity_egg_dart_frog, Dart Frog
animania:entity_egg_draft_horse_stallion, Draft Horse Stallion
animania:entity_egg_draft_horse_mare, Draft Horse Mare
animania:entity_egg_draft_horse_foal, Draft Horse Foal
animania:entity_egg_kid_alpine, Alpine Kid
animania:entity_egg_buck_alpine, Alpine Buck 
animania:entity_egg_doe_alpine, Alpine Doe
animania:entity_egg_kid_angora, Angora Kid
animania:entity_egg_buck_angora, Angora Buck 
animania:entity_egg_doe_angora, Angora Doe
animania:entity_egg_kid_fainting, Fainting Kid
animania:entity_egg_buck_fainting, Fainting Buck 
animania:entity_egg_doe_fainting, Fainting Doe
animania:entity_egg_kid_kiko, Kiko Kid
animania:entity_egg_buck_kiko, Kiko Buck 
animania:entity_egg_doe_kiko, Kiko Doe
animania:entity_egg_kid_kinder, Kinder Kid
animania:entity_egg_buck_kinder, Kinder Buck 
animania:entity_egg_doe_kinder, Kinder Doe
animania:entity_egg_kid_nigeriandwarf, Nigerian Dwarf Kid
animania:entity_egg_buck_nigeriandwarf, Nigerian Dwarf Buck 
animania:entity_egg_doe_nigeriandwarf, Nigerian Dwarf Doe
animania:entity_egg_kid_pygmy, Pygmy Kid
animania:entity_egg_buck_pygmy, Pygmy Buck 
animania:entity_egg_doe_pygmy, Pygmy Doe
animania:entity_egg_goat_random, Random Goat
animania:entity_egg_ram_friesian, Friesian Ram
animania:entity_egg_ewe_friesian, Friesian Ewe
animania:entity_egg_lamb_friesian, Friesian Lamb
animania:entity_egg_ram_suffolk, Suffolk Ram
animania:entity_egg_ewe_suffolk, Suffolk Ewe
animania:entity_egg_lamb_suffolk, Suffolk Lamb
animania:entity_egg_ram_dorper, Dorper Ram
animania:entity_egg_ewe_dorper, Dorper Ewe
animania:entity_egg_lamb_dorper, Dorper Lamb
animania:entity_egg_ram_dorset, Dorset Ram
animania:entity_egg_ewe_dorset, Dorset Ewe
animania:entity_egg_lamb_dorset, Dorset Lamb
animania:entity_egg_ram_jacob, Jacob Ram
animania:entity_egg_ewe_jacob, Jacob Ewe
animania:entity_egg_lamb_jacob, Jacob Lamb
animania:entity_egg_ram_merino, Merino Ram
animania:entity_egg_ewe_merino, Merino Ewe
animania:entity_egg_lamb_merino, Merino Lamb
animania:entity_egg_sheep_random, Random Sheep
animania:entity_egg_buck_cottontail, Cottontail Buck
animania:entity_egg_doe_cottontail, Cottontail Doe
animania:entity_egg_kit_cottontail, Cottontail Kit
animania:entity_egg_buck_chinchilla, Chinchilla Buck
animania:entity_egg_doe_chinchilla, Chinchilla Doe
animania:entity_egg_kit_chinchilla, Chinchilla Kit
animania:entity_egg_buck_dutch, Dutch Buck
animania:entity_egg_doe_dutch, Dutch Doe
animania:entity_egg_kit_dutch, Dutch Kit
animania:entity_egg_buck_havana, Havana Buck
animania:entity_egg_doe_havana, Havana Doe
animania:entity_egg_kit_havana, Havana Kit
animania:entity_egg_buck_jack, Jack Buck
animania:entity_egg_doe_jack, Jack Doe
animania:entity_egg_kit_jack, Jack Kit
animania:entity_egg_buck_lop, Lop Buck
animania:entity_egg_doe_lop, Lop Doe
animania:entity_egg_kit_lop, Lop Kit
animania:entity_egg_buck_newzealand, New Zealand Buck
animania:entity_egg_doe_newzealand, New Zealand Doe
animania:entity_egg_kit_newzealand, New Zealand Kit
animania:entity_egg_buck_rex, Rex Buck
animania:entity_egg_doe_rex, Rex Doe
animania:entity_egg_kit_rex, Rex Kit
animania:entity_egg_rabbit_random, Random Rabbit
animania:friesian_cheese_wheel, Cheese Wheel (Friesian)
animania:holstein_cheese_wheel, Cheese Wheel (Holstein)
animania:jersey_cheese_wheel, Cheese Wheel (Jersey)
animania:goat_cheese_wheel, Cheese Wheel (Goat)
animania:sheep_cheese_wheel, Cheese Wheel (Sheep)
animania:cheese_mold, Cheese Mold
animania:salt_lick:0, Salt Lick
animania:wool:0, Wool (Dorset, Brown)
animania:wool:1, Wool (Friesian, Black)
animania:wool:2, Wool (Friesian, Brown)
animania:wool:3, Wool (Jacob)
animania:wool:4, Wool (Merino, Brown)
animania:wool:5, Wool (Merino, White)
animania:wool:6, Wool (Suffolk, Brown)
animania:block_mud, Mud
animania:block_trough, Trough
animania:block_nest, Nest
animania:block_hamster_wheel, Hamster Wheel
techreborn:thermal_generator, Thermal Generator
techreborn:quantum_tank, Quantum Tank
techreborn:quantum_chest, Quantum Chest
techreborn:digital_chest, Digital Chest
techreborn:industrial_centrifuge, Industrial Centrifuge
techreborn:rolling_machine, Rolling Machine
techreborn:industrial_blast_furnace, Industrial Blast Furnace
techreborn:alloy_smelter, Alloy Smelter
techreborn:industrial_grinder, Industrial Grinder
techreborn:implosion_compressor, Implosion Compressor
techreborn:matter_fabricator, Matter Fabricator
techreborn:chunk_loader, Industrial Chunkloader
techreborn:charge_o_mat, Charge-O-Mat
techreborn:player_detector:0, Player Detector (All)
techreborn:player_detector:1, Player Detector (Others)
techreborn:player_detector:2, Player Detector (You)
techreborn:cable:0, Copper Cable
techreborn:cable:1, Tin Cable
techreborn:cable:2, Gold Cable
techreborn:cable:3, HV Cable
techreborn:cable:4, Glass Fiber Cable
techreborn:cable:5, Insulated Copper Cable
techreborn:cable:6, Insulated Gold Cable
techreborn:cable:7, Insulated HV Cable
techreborn:machine_casing:0, Standard Machine Casing
techreborn:machine_casing:1, Reinforced Machine Casing
techreborn:machine_casing:2, Advanced Machine Casing
techreborn:ore:0, Galena Ore
techreborn:ore:1, Iridium Ore
techreborn:ore:2, Ruby Ore
techreborn:ore:3, Sapphire Ore
techreborn:ore:4, Bauxite Ore
techreborn:ore:5, Pyrite Ore
techreborn:ore:6, Cinnabar Ore
techreborn:ore:7, Sphalerite Ore
techreborn:ore:8, Tungsten Ore
techreborn:ore:9, Sheldonite Ore
techreborn:ore:10, Peridot Ore
techreborn:ore:11, Sodalite Ore
techreborn:ore:12, Lead Ore
techreborn:ore:13, Silver Ore
techreborn:ore2:0, Copper Ore
techreborn:ore2:1, Tin Ore
techreborn:storage:0, Block of Silver
techreborn:storage:1, Block of Aluminium
techreborn:storage:2, Block of Titanium
techreborn:storage:3, Block of Chrome
techreborn:storage:4, Block of Steel
techreborn:storage:5, Block of Brass
techreborn:storage:6, Block of Lead
techreborn:storage:7, Block of Electrum
techreborn:storage:8, Block of Zinc
techreborn:storage:9, Block of Platinum
techreborn:storage:10, Block of Tungsten
techreborn:storage:11, Block of Nickel
techreborn:storage:12, Block of Invar
techreborn:storage:13, Block of Iridium
techreborn:storage:14, Block of Bronze
techreborn:storage2:0, Block of Tungstensteel
techreborn:storage2:1, Iridium Reinforced Tungstensteel Block
techreborn:storage2:2, Iridium Reinforced Stone
techreborn:storage2:3, Block of Ruby
techreborn:storage2:4, Block of Sapphire
techreborn:storage2:5, Block of Peridot
techreborn:storage2:6, Block of Yellow Garnet
techreborn:storage2:7, Block of Red Garnet
techreborn:storage2:8, Block of Copper
techreborn:storage2:9, Block of Tin
techreborn:storage2:10, Block of Refined Iron
techreborn:dragon_egg_syphon, Dragon Egg Energy Siphon
techreborn:magic_energy_converter, Magic Energy Converter
techreborn:assembly_machine, Assembling Machine
techreborn:diesel_generator, Diesel Generator
techreborn:industrial_electrolyzer, Industrial Electrolyzer
techreborn:magic_energy_absorber, Magic Energy Absorber
techreborn:semi_fluid_generator, Semi Fluid Generator
techreborn:gas_turbine, Gas Turbine
techreborn:iron_alloy_furnace, Iron Alloy Furnace
techreborn:chemical_reactor, Chemical Reactor
techreborn:interdimensional_su, Interdimensional SU
techreborn:adjustable_su, Adjustable SU
techreborn:lapotronic_su, LESU Controller
techreborn:lsu_storage, LESU Storage
techreborn:distillation_tower, Distillation Tower
techreborn:vacuum_freezer, Vacuum Freezer
techreborn:fusion_control_computer, Fusion Control Computer
techreborn:fusion_coil, Fusion Coil
techreborn:lightning_rod, Lightning Rod
techreborn:industrial_sawmill, Sawmill
techreborn:machine_frame:0, Basic Machine Frame
techreborn:machine_frame:1, Advanced Machine Frame
techreborn:machine_frame:2, Highly Advanced Machine Frame
techreborn:grinder, Grinder
techreborn:solid_fuel_generator, Generator
techreborn:extractor, Extractor
techreborn:compressor, Compressor
techreborn:electric_furnace, Electric Furnace
techreborn:solar_panel:0, Basic Solar Panel
techreborn:solar_panel:1, Hybrid Solar Panel
techreborn:solar_panel:2, Advanced Solar Panel
techreborn:solar_panel:3, Ultimate Solar Panel
techreborn:solar_panel:4, Quantum Solar Panel
techreborn:creative_solar_panel, Creative Panel
techreborn:water_mill, Water Mill
techreborn:wind_mill, Wind Mill
techreborn:rubber_log, Rubber Wood
techreborn:rubber_planks, Rubber Wood Planks
techreborn:rubber_plank_double_slab:0, Rubber Plank Slab
techreborn:rubber_plank_stair, Rubber Plank Stair
techreborn:rubber_leaves, Rubber Leaves
techreborn:rubber_sapling, Rubber Sapling
techreborn:refined_iron_fence, Iron Fence
techreborn:reinforced_glass, Reinforced Glass
techreborn:recycler, Recycler
techreborn:low_voltage_su, Battery Box
techreborn:medium_voltage_su, MFE
techreborn:high_voltage_su, MFSU
techreborn:lv_transformer, LV Transformer
techreborn:mv_transformer, MV Transformer
techreborn:hv_transformer, HV Transformer
techreborn:auto_crafting_table, Auto Crafting Table
techreborn:iron_furnace, Iron Furnace
techreborn:nuke, Nuke
techreborn:scrapboxinator, Scrapbox-inator
techreborn:computer_cube, Tech Reborn Computer Cube
techreborn:plasma_generator, Plasma Generator
techreborn:lamp_incandescent, Incandescent Lamp
techreborn:lamp_led, LED Lamp
techreborn:alarm, Alarm
techreborn:fluid_replicator, Fluid Replicator
techreborn:techreborn_techreborn.berylium, tile.techreborn.berylium.name
techreborn:techreborn_techreborn.calcium, tile.techreborn.calcium.name
techreborn:techreborn_techreborn.calciumcarbonate, tile.techreborn.calciumcarbonate.name
techreborn:techreborn_techreborn.chlorite, tile.techreborn.chlorite.name
techreborn:techreborn_techreborn.deuterium, tile.techreborn.deuterium.name
techreborn:techreborn_techreborn.glyceryl, tile.techreborn.glyceryl.name
techreborn:techreborn_techreborn.helium, tile.techreborn.helium.name
techreborn:techreborn_techreborn.helium3, tile.techreborn.helium3.name
techreborn:techreborn_techreborn.heliumplasma, tile.techreborn.heliumplasma.name
techreborn:techreborn_techreborn.hydrogen, tile.techreborn.hydrogen.name
techreborn:techreborn_techreborn.lithium, tile.techreborn.lithium.name
techreborn:techreborn_techreborn.mercury, tile.techreborn.mercury.name
techreborn:techreborn_techreborn.methane, tile.techreborn.methane.name
techreborn:techreborn_techreborn.nitrocoalfuel, tile.techreborn.nitrocoalfuel.name
techreborn:techreborn_techreborn.nitrofuel, tile.techreborn.nitrofuel.name
techreborn:techreborn_techreborn.nitrogen, tile.techreborn.nitrogen.name
techreborn:techreborn_techreborn.nitrogendioxide, tile.techreborn.nitrogendioxide.name
techreborn:techreborn_techreborn.potassium, tile.techreborn.potassium.name
techreborn:techreborn_techreborn.silicon, tile.techreborn.silicon.name
techreborn:techreborn_techreborn.sodium, tile.techreborn.sodium.name
techreborn:techreborn_techreborn.sodiumpersulfate, tile.techreborn.sodiumpersulfate.name
techreborn:techreborn_techreborn.tritium, tile.techreborn.tritium.name
